Afrika	Afriko
Sasanky	Maranemono
Vačica virgínska	Norda didelfo
2063 Bacchus	2063 Bakĥo
2062 Aten	2062 Atono
Vlastné meno	Propra nomo
Borovica limbová	Cembro
2064 Thomsen	2064 Thomsen
2066 Palala	2066 Palala
Čapík (oko)	Konuseto
2067 Aksnes	2067 Aksnes
2068 Dangreen	2068 Dangreen
2072 Kosmodemyanskaya	2072 Kosmodemyanskaya
207 Hedda	207 Hedo
2208 Puškin	2208 Pushkin
Vika (rod)	Vicio
2077 Kiangsu	2077 Ĝjangsuo
2078 Nanking	2078 Nankingo
2210 Lois	2210 Lois
208 Lacrimosa	208 Lakrimozo
2080 Jihlava	2080 Jihlava
2081 Sazava	2081 Sázava
Klas	Spiko
2082 Galahad	2082 Galaho
Zapopan	Zapopan
2084 Okayama	2084 Okayama
2085 Henan	2085 Henano
Tuja riasnatá	Giganta tujo
Smrek sitkanský	Sitka-piceo
2087 Kochera	2087 Kochera
2088 Sahlia	2088 Sahlia
2207 Antenor	2207 Antenoro
209 Dido	209 Dido
2091 Sampo	2091 Sampo
Tuja západná	Okcidenta tujo
Borovica horská	Monta pino
Brest hrabolistý	Glata ulmo
2096 Vaino	2096 Väinö
2097 Galle	2097 Galle
Magický realizmus	Magia realismo
2206 Gabrova	2206 Gabrovo
Sikuli (Rumunsko)	Sikuloj
2100 Ra-Shalom	2100 Ra-Shalom
2101 Adonis	2101 Adoniso
2106 Hugo	2106 Hugo
Jang Li-wej	Yang Liwei
2107 Ilmari	2107 Ilmari
2108 Otto Schmidt	2108 Otto Schmidt
Jablonec nad Nisou	Jablonec nad Nisou
2109 Dhotel	2109 Dhotel
211 Isolda	211 Izoldo
Kognitívna veda	Kognoscienco
2119 Schwall	2119 Schwall
Arašidové maslo	Arakida butero
2125 Karl-Ontjes	2125 Karl-Ontjes
212 Medea	212 Medeo
Giovanni da Verrazano	Giovanni da Verrazano
2129 Cosicosi	2129 Cosicosi
213 Lilaea	213 Lileo
2132 Zhukov	2132 Zhukov
Ľuľok sladkohorký	Dolĉamaro
2138 Swissair	2138 Swissair
214 Aschera	214 Aŝero
2142 Landau	2142 Landau
Chasaviurt	Ĥasavjurt
2144 Marietta	2144 Marietta
2146 Stentor	2146 Stentoro
Cirhóza pečene	Cirozo
2148 Epeios	2148 Epejo
215 Oenone	215 Enono
2151 Hadwiger	2151 Hadwiger
Kašubsko	Kaŝubio
2152 Hannibal	2152 Hanibalo
2154 Underhill	2154 Underhill
2155 Wodan	2155 Votano
2159 Kukkamaki	2159 Kukkamäki
Car-kolokol	Caro-sonorilo
Car-puška	Caro-kanono
2162 Anhui	2162 Anhujo
216 Kleopatra	216 Kleopatro
Loituma	Loituma
2166 Handahl	2166 Handahl
Zgorzelec	Zgorzelec
Jelenia Góra	Jelenia Góra
2169 Taiwan	2169 Tajvano
217 Eudora	217 Eŭdoro
2175 Andrea Doria	2175 Andrea Doria
2176 Donar	2176 Donaro
2177 Oliver	2177 Oliver
2180 Marjaleena	2180 Marjaleena
218 Bianca	218 Bianko
2184 Fujian	2184 Fuĝjano
2185 Guangdong	2185 Gŭangdongo
219 Thusnelda	219 Tusneldo
22 Kalliope	22 Kaliopo
Subrahmanyan Chandrasekhar	Subrahmanyan Chandrasekhar
220 Stephania	220 Stefanio
Zarzuela	Zarzuelo (teatro)
2209 Tianjin	2209 Tjanĝino
221 Eos	221 Eoso
2212 Hephaistos	2212 Hefesto
2213 Meeus	2213 Meeus
2215 Sichuan	2215 Siĉuano
2218 Wotho	2218 Wotho
Edgar Rice Burroughs	Edgar Rice Burroughs
222 Lucia	222 Lucio
2223 Sarpedon	2223 Sarpedono
2224 Tucson	2224 Tucson
2225 Serkowski	2225 Serkowski
2226 Cunitza	2226 Cunitza
2229 Mezzarco	2229 Mezzarco
223 Rosa	223 Rozo
2230 Yunnan	2230 Junano
2231 Durrell	2231 Durrell
Planetárium (budova)	Planetario
2237 Melnikov	2237 Melnikov
2239 Paracelsus	2239 Paracelsus
2241 Alcathous	2241 Alkatoo
224 Oceana	224 Oceano
2242 Balaton	2242 Balatono
2243 Lonnrot	2243 Lönnrot
2244 Tesla	2244 Tesla
2247 Hiroshima	2247 Hiroŝimo
2249 Yamamoto	2249 Yamamoto
225 Henrietta	225 Henrieto
Flores (Indonézia)	Floreso (Indonezio)
Kúzelník (umelec)	Iluziisto
2253 Espinette	2253 Espinette
2255 Qinghai	2255 Ĉinghajo
2256 Wisniewski	2256 Wiśniewski
2257 Kaarina	2257 Kaarina
2258 Viipuri	2258 Viipuri
226 Weringia	226 Veringo
2260 Neoptolemus	2260 Neoptolemo
2262 Mitidika	2262 Mitidika
2263 Shaanxi	2263 Ŝenŝjio
2264 Sabrina	2264 Sabrina
Semenník (botanika)	Ovolujo
2265 Verbaandert	2265 Verbaandert
2268 Szmytowna	2268 Szmytowna
2269 Efremiana	2269 Efremiana
227 Philosophia	227 Filozofio
2276 Warck	2276 Warck
2277 Moreau	2277 Moreau
228 Agathe	228 Agato
2289 McMillan	2289 McMillan
Oplotenie	Barilo
Kozmické observatórium	Kosma observatorio
2291 Kevo	2291 Kevo
2292 Seili	2292 Seili
2298 Cindijon	2298 Cindijon
Metlina	Grapolaro
Międzyzdroje	Międzyzdroje
23 Thalia	23 Talio
2303 Retsina	2303 Retsina
2309 Mr. Spock	2309 Mr. Spock
2312 Dubošin	2312 Duboshin
2317 Galya	2317 Galya
Indiana Jones	Indiana Jones
2318 Lubarsky	2318 Lubarsky
2319 Aristides	2319 Aristido
2320 Blarney	2320 Blarney
232 Russia	232 Rusio
233 Asterope	233 Asteropo
2331 Parvulesco	2331 Parvulesco
2332 Kalm	2332 Kalm
2333 Porthan	2333 Porthan
2336 Xinjiang	2336 Ŝinĝjango
2337 Boubin	2337 Boubín
2339 Anacreon	2339 Anakreono
2340 Hathor	2340 Hatoro
234 Barbara	234 Barbaro
2344 Xizang	2344 Xizang
2348 Michkovitch	2348 Michkovitch
235 Carolina	235 Karolino
2350 von Lude	2350 von Lüde
2353 Alva	2353 Alva
2355 Nei Monggol	2355 Nei Monggol
2357 Phereclos	2357 Fereklo
236 Honoria	236 Honorio
2363 Cebriones	2363 Cebriono
2368 Beltrovata	2368 Beltrovata
2366 Aaryn	2366 Aaryn
2373 Immo	2373 Immo
Zawiercie	Zawiercie
237 Coelestina	237 Celestino
Polis	Poliso (urboŝtato)
2378 Pannekoek	2378 Pannekoek
2379 Heiskanen	2379 Heiskanen
Ҍ	Duonmola signo
Żary	Żary
2380 Heilongjiang	2380 Hejlongĝjango
238 Hypatia	238 Hipatio
Procyon (rod)	Prociono (genro)
2384 Schulhof	2384 Schulhof
2387 Xi’an	2387 Ŝiano
2391 Tomita	2391 Tomita
239 Adrastea	239 Adrasteo
2397 Lappajarvi	2397 Lappajärvi
2393 Suzuki	2393 Suzuki
Rixheim	Rixheim
2398 Jilin	2398 Ĝilinio
240 Vanadis	240 Vanado
2410 Morrison	2410 Morrison
241 Germania	241 Germanio
Krosno Odrzańskie	Krosno Odrzańskie
2412 Wil	2412 Wil
Biała Rawska	Biała Rawska
Riquewihr	Riquewihr
2413 van de Hulst	2413 van de Hulst
242 Kriemhild	242 Krimhildo
2421 Nininger	2421 Nininger
2425 Shenzhen	2425 Ŝenĵeno
Ještěd	Ještěd
2435 Horemheb	2435 Horemhebo
2436 Hatshepsut	2436 Hatŝepsuto
Poręba	Poręba
Trilógia	Trilogio
243 Ida	243 Idao
2437 Amnestia	2437 Amnestio
244 Sita	244 Sito
2443 Tomeileen	2443 Tomeileen
2445 Blazhko	2445 Blazhko
2451 Dollfus	2451 Dollfus
245 Vera	245 Vero
Rawa Mazowiecka	Rawa Mazowiecka
2452 Lyot	2452 Lyot
2454 Olaus Magnus	2454 Olaus Magnus
2455 Somville	2455 Somville
2456 Palamedes	2456 Palamedo
Pes	PES
2457 Rublyov	2457 Rublyov
246 Asporina	246 Asporino
Grand Theft Auto III	Grand Theft Auto 3
Jablunkov	Jablunkov
Lubsko	Lubsko
2463 Sterpin	2463 Sterpin
2464 Nordenskiold	2464 Nordenskiöld
2468 Repin	2468 Repin
Bachmač	Baĥmaĉ
247 Eukrate	247 Eŭkrato
2471 Ultrajectum	2471 Ultrajectum
2479 Sodankyla	2479 Sodankylä
248 Lameia	248 Lamio
2480 Papanov	2480 Papanov
2481 Burgi	2481 Bürgi
2483 Guinevere	2483 Guinevere
2484 Parenago	2484 Parenago
2486 Metsahovi	2486 Metsähovi
2487 Juhani	2487 Juhani
249 Ilse	249 Ilzo
Mimoň	Mimoň
Dervan	Dervano
2495 Noviomagum	2495 Noviomagum
250 Bettina	250 Betino
2501 Lohja	2501 Lohja
2502 Nummela	2502 Nummela
2503 Liaoning	2503 Ljaŭningo
2504 Gaviola	2504 Gaviola
2505 Hebei	2505 Hebejo
Silverius	Silverio
Klások	Spiketo
2506 Pirogov	2506 Pirogov
251 Sophia	251 Sofio
2510 Shandong	2510 Ŝandongo
2513 Baetsle	2513 Baetslé
2512 Tavastia	2512 Tavastio
Nová Ves	Nová Ves
2514 Taiyuan	2514 Tajuano
2515 Gansu	2515 Gansuo
25143 Itokawa	25143 Itokaŭa
2517 Orma	2517 Orma
2521 Heidi	2521 Heidi
Żarki	Żarki
2530 Shipka	2530 Shipka
253 Mathilde	253 Matildo
2533 Fechtig	2533 Fechtig
2535 Hameenlinna	2535 Hämeenlinna
2536 Kozyrev	2536 Kozyrev
2537 Gilmore	2537 Gilmore
2538 Vanderlinden	2538 Vanderlinden
2539 Ningxia	2539 Ningŝjao
2540 Blok	2540 Blok
2545 Verbiest	2545 Verbiest
2546 Libitina	2546 Libitino
2547 Hubei	2547 Hubejo
Drevený krov	Tegmenta trabaro
2551 Decabrina	2551 Decabrina
2554 Skiff	2554 Skiff
2555 Thomas	2555 Thomas
2565 Grogler	2565 Grögler
256 Walpurga	256 Valpurgo
2567 Elba	2567 Elbo
257 Silesia	257 Silesio
2570 Porphyro	2570 Porphyro
2573 Hannu Olavi	2573 Hannu Olavi
2571 Geisei	2571 Geisei
2578 Saint-Exupery	2578 Saint-Exupéry
258 Tyche	258 Tiĥo
2587 Gardner	2587 Gardner
2592 Hunan	2592 Hunan
259 Aletheia	259 Aletejo
2594 Acamas	2594 Akamaso
2598 Merlin	2598 Merlin
260 Huberta	260 Huberto
26 Proserpina	26 Proserpino
2602 Moore	2602 Moore
2604 Marshak	2604 Marshak
2606 Odessa	2606 Odessa
2608 Seneca	2608 Seneca
2612 Kathryn	2612 Kathryn
261 Prymno	261 Primno
2613 Plzen	2613 Plzeň
2617 Jiangxi	2617 Jiangxi
Egídius (opát)	Egidio
2620 Santana	2620 Santana
262 Valda	262 Valdo
2628 Kopal	2628 Kopal
2631 Zhejiang	2631 Zhejiang
Březina	Březina
263 Dresda	263 Drezdo
Audiokazeta	Sonkasedo
2632 Guizhou	2632 Guizhou
2634 James Bradley	2634 James Bradley
Karol Duchoň	Karol Duchoň
2635 Huggins	2635 Huggins
2636 Lassell	2636 Lassell
2638 Gadolin	2638 Gadolin
2639 Planman	2639 Planman
2640 Hallstrom	2640 Hällström
264 Libussa	264 Libuso
2642 Vesale	2642 Vésale
2646 Abetti	2646 Abetti
2650 Elinor	2650 Elinor
265 Anna	265 Anao
2651 Karen	2651 Karen
Sekvojovec mamutí	Sekvojadendro
2652 Yabuuti	2652 Yabuuti
2655 Guangxi	2655 Gŭangŝjio
2662 Kandinsky	2662 Kandinsky
266 Aline	266 Alino
2663 Miltiades	2663 Miltiado
2665 Schrutka	2665 Schrutka
2666 Gramme	2666 Gramme
2674 Pandarus	2674 Pandaro
267 Tirza	267 Tirzo
2676 Aarhus	2676 Aarhus
Mickaël Landreau	Mickaël Landreau
2677 Joan	2677 Joan
2678 Aavasaksa	2678 Aavasaksa
2679 Kittisvaara	2679 Kittisvaara
268 Adorea	268 Adoreo
Esmeraldas (mesto v Ekvádore)	Esmeraldas (Ekvadoro)
2685 Masursky	2685 Masursky
2688 Halley	2688 Halley
Euroskupina	Eŭrogrupo
2689 Bruxelles	2689 Bruselo
269 Justitia	269 Justicio
2690 Ristiina	2690 Ristiina
2693 Yan’an	2693 Yan'an
Diferenciálny a integrálny počet	Kalkulo
270 Anahita	270 Anahito
27 Euterpe	27 Eŭterpo
2709 Sagan	2709 Sagan
271 Penthesilea	271 Pentesileo
2711 Aleksandrov	2711 Aleksandrov
2712 Keaton	2712 Keaton
2713 Luxembourg	2713 Luksemburgo
2714 Matti	2714 Matti
2715 Mielikki	2715 Mieliko
2716 Tuulikki	2716 Tuuliko
2717 Tellervo	2717 Tellervo
2719 Suzhou	2719 Suĝoŭo
272 Antonia	272 Antonio
2729 Urumqi	2729 Urumĉio
2731 Cucula	2731 Cucula
273 Atropos	273 Atropo
2732 Witt	2732 Witt
2733 Hamina	2733 Hamina
2737 Kotka	2737 Kotka
2738 Viracocha	2738 Virakoĉo
2743 Chengdu	2743 Ĉengduo
274 Philagoria	274 Filagorio
2750 Loviisa	2750 Loviisa
275 Sapientia	275 Sapiento
2752 Wu Chien-Shiung	2752 Wu Chien-Shiung
2758 Cordelia	2758 Cordelia
2759 Idomeneus	2759 Idomeneo
2765 Dinant	2765 Dinant
276 Adelheid	276 Adelhejdo
2768 Gorky	2768 Gorky
2774 Tenojoki	2774 Tenojoki
277 Elvira	277 Elviro
Citronát	Cedrato
2778 Tangshan	2778 Tangŝano
278 Paulina	278 Paŭlino
2782 Leonidas	2782 Leonido
2789 Foshan	2789 Foshan
279 Thule	279 Tuleo
Saab JAS 39 Gripen	Saab JAS 39 Gripen
2790 Needham	2790 Needham
Vojvodstvo (poľská administratívna jednotka)	Provincoj de Pollando
2797 Teucer	2797 Teŭkro
2798 Vergilius	2798 Vergilio
2799 Justus	2799 Justus
28 Bellona	28 Belono
280 Philia	280 Filio
2800 Ovidius	2800 Ovidio
2801 Huygens	2801 Huygens
2802 Weisell	2802 Weisell
2803 Vilho	2803 Vilho
Sekvoja vždyzelená	Sekvojo
2804 Yrjo	2804 Yrjö
2805 Kalle	2805 Kalle
2807 Karl Marx	2807 Karl Marx
2818 Juvenalis	2818 Juvenalo
281 Lucretia	281 Lukrecio
2819 Ensor	2819 Ensor
282 Clorinde	282 Klorindo
2820 Iisalmi	2820 Iisalmi
2823 van der Laan	2823 van der Laan
2825 Crosby	2825 Crosby
2826 Ahti	2826 Ahto
2827 Vellamo	2827 Vellamo
2828 Iku-Turso	2828 Iku-Turso
283 Emma	283 Emao
2831 Stevin	2831 Stevin
2840 Kallavesi	2840 Kallavesi
284 Amalia	284 Amalio
2841 Puijo	2841 Puijo
2843 Yeti	2843 Yeti
2846 Ylppo	2846 Ylppö
2851 Harbin	2851 Harbino
285 Regina	285 Reĝino
2857 NOT	2857 NOT
2859 Paganini	2859 Paganini
Boxerské povstanie	Boksista ribelo
2865 Laurel	2865 Laurel
2868 Upupa	2868 Upupa
2867 Šteins	2867 Šteins
2875 Lagerkvist	2875 Lagerkvist
287 Nephthys	287 Neftiso
2880 Nihondaira	2880 Nihondaira
288 Glauke	288 Glaŭko
2885 Palva	2885 Palva
2886 Tinkaping	2886 Tinkaping
2893 Peiroos	2893 Peiroo
289 Nenetta	289 Neneto
2895 Memnon	2895 Memnono
2898 Neuvo	2898 Neuvo
2899 Runrun Shaw	2899 Runrun Shaw
290 Bruna	290 Bruno
2903 Zhuhai	2903 Zhuhai
2906 Caltech	2906 Caltech
Přemysl Otakar II.	Přemysl Otakar la 2-a
2907 Nekrasov	2907 Nekrasov
2911 Miahelena	2911 Miahelena
291 Alice	291 Alico
2912 Lapalma	2912 Lapalma
2913 Horta	2913 Horta
2914 Glarnisch	2914 Glärnisch
2920 Automedon	2920 Aŭtomedono
292 Ludovica	292 Ludoviko
2921 Sophocles	2921 Sofoklo
2927 Alamosa	2927 Alamosa
Floreské more	Floresa Maro
2930 Euripides	2930 Eŭripido
293 Brasilia	293 Brazilio
2934 Aristophanes	2934 Aristofano
294 Felicia	294 Felicio
2940 Bacon	2940 Bacon
Henoteizmus	Henoteismo
2945 Zanstra	2945 Zanstra
Burgundi	Burgundoj
2946 Muchachos	2946 Muchachos
2950 Rousseau	2950 Rousseau
295 Theresia	295 Terezio
Pentán	Pentano
2962 Otto	2962 Otto
296 Phaëtusa	296 Faetuzo
2963 Chen Jiageng	2963 Chen Jiageng
Camille Saint-Saëns	Camille Saint-Saëns
2970 Pestalozzi	2970 Pestalozzi
Potočnica lekárska	Akvokreso
297 Caecilia	297 Cecilio
2972 Niilo	2972 Niilo
2973 Paola	2973 Paola
Ernst Theodor Amadeus Hoffmann	E. T. A. Hoffmann
2986 Mrinalini	2986 Mrinalini
298 Baptistina	298 Baptistino
Ivica Olić	Ivica Olić
2987 Sarabhai	2987 Sarabhai
2988 Korhonen	2988 Korhonen
Leopold I. (Svätá rímska ríša)	Leopoldo la 1-a (Sankta Romia Imperio)
2989 Imago	2989 Imago
299 Thora	299 Thor
2992 Vondel	2992 Vondel
Otto II. (Svätá rímska ríša)	Oto la 2-a (Sankta Romia Imperio)
2997 Cabrera	2997 Cabrera
Santiago Ramón y Cajal	Santiago Ramón y Cajal
30 Urania	30 Uranio
Alexander Dubček	Alexander Dubček
3001 Michelangelo	3001 Mikelanĝelo
300 Geraldina	300 Geraldino
3002 Delasalle	3002 Delasalle
3004 Knud	3004 Knud
3007 Reaves	3007 Reaves
Ferdinand III. (Svätá rímska ríša)	Ferdinando la 3-a (Sankta Romia Imperio)
3009 Coventry	3009 Coventry
Rudolf II. (Svätá rímska ríša)	Rudolfo la 2-a (Sankta Romia Imperio)
3010 Ushakov	3010 Ushakov
301 Bavaria	301 Bavario
3011 Chongqing	3011 Ĉongĉingo
Ferdinand II. (Svätá rímska ríša)	Ferdinando la 2-a (Sankta Romia Imperio)
3012 Minsk	3012 Minsko
3014 Huangsushu	3014 Huangsushu
Ferdinand I. (Svätá rímska ríša)	Ferdinando la 1-a (Sankta Romia Imperio)
3018 Godiva	3018 Godiva
3019 Kulin	3019 Kulin
Henrich I. (Východofranská ríša)	Henriko la Birdisto
3021 Lucubratio	3021 Lucubratio
302 Clarissa	302 Klariso
3022 Dobermann	3022 Dobermann
3023 Heard	3023 Heard
Viktor Emanuel III.	Viktoro Emanuelo la 3-a (Italio)
3024 Hainan	3024 Hajnano
3026 Sarastro	3026 Sarastro
George Carlin	George Carlin
Viliam I. (Nemecko)	Vilhelmo la 1-a (Germana Regno)
3028 Zhangguoxi	3028 Zhangguoxi
Gérard Philipe	Gérard Philipe
3030 Vehrenberg	3030 Vehrenberg
303 Josephina	303 Jozefino
Karol VI. (Svätá rímska ríša)	Karolo la 6-a (Sankta Romia Imperio)
3032 Evans	3032 Evans
3034 Climenhaga	3034 Climenhaga
Anthonis van Dyck	Antoon van Dyck
3036 Krat	3036 Krat
3037 Alku	3037 Alku
3039 Yangel	3039 Yangel
Vojna o španielske dedičstvo	Milito de hispana sukcedo
304 Olga	304 Olgo
3041 Webb	3041 Webb
Karol III. (Východofranská ríša)	Karlo la 3-a la Dika
3046 Moliere	3046 Molière
3048 Guangzhou	3048 Guangzhou
Maximilián I. (Svätá rímska ríša)	Maksimiliano la 1-a (Sankta Romia Imperio)
3050 Carrera	3050 Carrera
305 Gordonia	305 Gordonio
3051 Nantong	3051 Nantong
3052 Herzen	3052 Herzen
3060 Delcano	3060 Delcano
Enigma (šifrovací stroj)	Enigma
3061 Cook	3061 Cook
Benjamin Britten	Benjamin Britten
3062 Wren	3062 Wren
3063 Makhaon	3063 Makaono
3067 Akhmatova	3067 Akhmatova
Alžbeta Bavorská (Sissi)	Elizabeto de Aŭstrio-Hungario
Kaňon	Kanjono
3070 Aitken	3070 Aitken
Sturmabteilung	Sturmabteilung
307 Nike	307 Niko
3072 Vilnius	3072 Vilno
Pianista (film)	La pianisto (filmo)
3080 Moisseiev	3080 Moisseiev
Poľská obranná vojna (1939)	Invado en Pollando
308 Polyxo	308 Polikso
3084 Kondratyuk	3084 Kondratyuk
3088 Jinxiuzhonghua	3088 Jinxiuzhonghua
Playboy (časopis)	Playboy
3089 Oujianquan	3089 Oujianquan
Frankenstein	Frankenŝtejno
3091 van den Heuvel	3091 van den Heuvel
309 Fraternitas	309 Fraternito
3092 Herodotus	3092 Herodoto
Salmonella	Salmonella
3093 Bergholz	3093 Bergholz
3097 Tacitus	3097 Tacito
3098 van Sprang	3098 van Sprang
Colin Powell	Colin Powell
3099 Hergenrother	3099 Hergenrother
Bismarck (bojová loď)	Bismarck (batalŝipo)
Maximilián II. (Svätá rímska ríša)	Maksimiliano la 2-a (Sankta Romia Imperio)
31 Euphrosyne	31 Eŭfrozino
310 Margarita	310 Margarito
Druhoústovce	Novbuŝulo
3102 Krok	3102 Krok
Cisárovná Maud	Matilda (Anglio)
3103 Eger	3103 Eger
3106 Morabito	3106 Morabito
311 Claudia	311 Klaŭdio
312 Pierretta	312 Piereto
3122 Florence	3122 Florence
3124 Kansas	3124 Kansaso
313 Chaldaea	313 Ĥaldeo
3132 Landgraf	3132 Landgraf
3134 Kostinsky	3134 Kostinsky
3136 Anshan	3136 Anŝano
Jon Bon Jovi	Jon Bon Jovi
3139 Shantou	3139 Ŝantoŭo
314 Rosalia	314 Rozalio
3142 Kilopi	3142 Kilopi
315 Constantia	315 Konstantio
316 Goberta	316 Goberto
Operácia Weserübung	Operaco Weserübung
3163 Randi	3163 Randi
Gene Hackman	Gene Hackman
3164 Prast	3164 Prast
3166 Klondike	3166 Klondike
3171 Wangshouguan	3171 Wangshouguan
317 Roxane	317 Roksano
3173 McNaught	3173 McNaught
3174 Alcock	3174 Alcock
Fridrich III. (Svätá rímska ríša)	Frederiko la 3-a (Sankta Romia Imperio)
Počítačová grafika	Komputila grafiko
3181 Ahnert	3181 Ahnert
318 Magdalena	318 Magdaleno
Severonemecký spolok	Nordgermana Federacio
3184 Raab	3184 Raab
3187 Dalian	3187 Dalian
Siréna (mytológia)	Sireno (mitologio)
Jean Frédéric Joliot-Curie	Frédéric Joliot-Curie
3192 A’Hearn	3192 A'Hearn
319 Leona	319 Leono
Vestfálsky mier	Vestfalia Paco
Akkad (mesto)	Akado
3193 Elliot	3193 Elliot
3199 Nefertiti	3199 Nefertito
Bitka národov	Batalo de Leipzig
320 Katharina	320 Katarino
32 Pomona	32 Pomono
Genesis (skupina)	Genesis
3201 Sijthoff	3201 Sijthoff
3202 Graff	3202 Graff
3206 Wuhan	3206 Vuhano
Moulin Rouge	Moulin Rouge
3211 Louispharailda	3211 Louispharailda
321 Florentina	321 Florentino
Alexej II.	Aleksio la 2-a
3212 Agricola	3212 Agricola
3218 Delphine	3218 Delphine
Zrodenie Venuše	Naskiĝo de Venuso
3220 Murayama	3220 Murayama
322 Phaeo	322 Feo
Code civil (Francúzsko)	Franca civila kodekso
3221 Changshi	3221 Changshi
3222 Liller	3222 Liller
3223 Forsius	3223 Forsius
3226 Plinius	3226 Plinio
František I. (Svätá rímska ríša)	Francisko la 1-a Stefano (Sankta Romia Imperio)
3228 Pire	3228 Pire
3229 Solnhofen	3229 Solnhofen
3239 Meizhou	3239 Meizhou
Otto III. (Svätá rímska ríša)	Oto la 3-a (Sankta Romia Imperio)
Pin-up girl	Afiŝulino
323 Brucia	323 Brucio
3240 Laocoon	3240 Laokoonto
324 Bamberga	324 Bambergo
3241 Yeshuhua	3241 Yeshuhua
3244 Petronius	3244 Petronio
3245 Jensch	3245 Jensch
Karol (Burgundsko)	Karlo la Brava
3251 Eratosthenes	3251 Eratosteno
3255 Tholen	3255 Tholen
3254 Bus	3254 Bus
3258 Somnium	3258 Somnium
3267 Glo	3267 Glo
Juan Gris	Juan Gris
326 Tamara	326 Tamaro
3271 Ul	3271 Ulo
André Malraux	André Malraux
327 Columbia	327 Kolumbio
3272 Tillandz	3272 Tillandz
3275 Oberndorfer	3275 Oberndorfer
3277 Aaronson	3277 Aaronson
Postupimská konferencia	Potsdama konferenco
3279 Solon	3279 Solono
Anna Habsburská (1601 – 1666)	Anna de Aŭstrio
3281 Maupertuis	3281 Maupertuis
3287 Olmstead	3287 Olmstead
Panzerkampfwagen VI Tiger	Pz. VI Tiger
3288 Seleucus	3288 Seleŭko
3290 Azabu	3290 Azabu
329 Svea	329 Sveo
Westlife	Westlife
3292 Sather	3292 Sather
3293 Rontaylor	3293 Rontaylor
Neonacizmus	Novnaziismo
3294 Carlvesely	3294 Carlvesely
3297 Hong Kong	3297 Honkongo
Robert Lewandowski	Robert Lewandowski
330 Adalberta	330 Adalberto
33 Polyhymnia	33 Polimnio
3300 McGlasson	3300 McGlasson
3309 Brorfelde	3309 Brorfelde
Johnny Weissmüller	Johnny Weissmüller
3314 Beals	3314 Beals
331 Etheridgea	331 Eteriĝo
3316 Herzberg	3316 Herzberg
3317 Paris	3317 Pariso
3318 Blixen	3318 Blixen
Kristián IX.	Kristiano la 9-a (Danio)
3329 Golay	3329 Golay
332 Siri	332 Sirjo
Etén	Eteno
Leopold II. (Svätá rímska ríša)	Leopoldo la 2-a (Sankta Romia Imperio)
3335 Quanzhou	3335 Cjŭanĝoŭo
333 Badenia	333 Badenio
Sanssouci	Sanssouci
334 Chicago	334 Ĉikago
3346 Gerla	3346 Gerla
Berlínska blokáda	Blokado de Berlino
Fernsehturm (Berlín)	Televida turo de Berlino
335 Roberta	335 Roberto
3350 Scobee	3350 Scobee
Vidkun Quisling	Vidkun Quisling
3352 McAuliffe	3352 McAuliffe
3355 Onizuka	3355 Onizuka
3356 Resnik	3356 Resnik
António de Oliveira Salazar	António de Oliveira Salazar
336 Lacadiera	336 Lakadjero
3361 Orpheus	3361 Orfeo
3362 Khufu	3362 Khufu
George C. Marshall	George Catlett Marshall
3377 Lodewijk	3377 Lodewijk
Berlínsky kongres	Kongreso de Berlino
337 Devosa	337 Devoso
3378 Susanvictoria	3378 Susanvictoria
McDonnell Douglas F-4 Phantom II	F-4 Phantom II
Montserrat Caballé	Montserrat Caballé
338 Budrosa	338 Budroso
3380 Awaji	3380 Awaji
3381 Mikkola	3381 Mikkola
3388 Tsanghinchi	3388 Tsanghinchi
3391 Sinon	3391 Sinono
Střítež (okres Jihlava)	Střítež (distrikto Jihlava)
339 Dorothea	339 Doroteo
3394 Banno	3394 Banno
Panzerkampfwagen I	Panzerkampfwagen I
3396 Muazzez	3396 Muazzez
Jednotné Rusko	Unueca Rusio
3397 Leyla	3397 Leyla
3398 Stattmayer	3398 Stättmayer
34 Circe	34 Circo
340 Eduarda	340 Eduardo
Abdülaziz	Abd-ul-Aziz
3400 Aotearoa	3400 Aotearoa
3405 Daiwensai	3405 Daiwensai
Abd al-Azíz ibn Saúd	Abdul-Aziz bin Saud
3409 Abramov	3409 Abramov
György Lukács	György Lukács
3416 Dorrit	3416 Dorrit
341 California	341 Kalifornio
Novgorodská krajina	Novgoroda Respubliko
3421 Yangchenning	3421 Yangchenning
342 Endymion	342 Endimiono
Wartburg (hrad)	Wartburg (burgo)
3425 Hurukawa	3425 Hurukawa
3426 Seki	3426 Seki
3427 Szentmartoni	3427 Szentmártoni
3437 Kapitsa	3437 Kapitsa
343 Ostara	343 Ostaro
3443 Leetsungdao	3443 Leetsungdao
344 Desiderata	344 Desiderato
3449 Abell	3449 Abell
Olivier Messiaen	Olivier Messiaen
Metropolis (film z roku 1927)	Metropolis
3451 Mentor	3451 Mentoro
345 Tercidina	345 Tercidino
Claudio Abbado	Claudio Abbado
3462 Zhouguangzhao	3462 Zhouguangzhao
Severná vojna	Granda Nordia Milito
346 Hermentaria	346 Hermentario
3463 Kaokuen	3463 Kaokuen
Nemecký spolok	Germana Federacio
3468 Urgenta	3468 Urgenta
Pomoc:Ako upravovať stránku	Helpo:Redakti
3476 Dongguan	3476 Dongguan
347 Pariana	347 Pariano
3485 Barucci	3485 Barucci
