Āfrika	Afriko
Kategorija:Ganas cilvēki	Kategorio:Ganaanoj
Kategorija:1092. gads	Kategorio:1092
Kategorija:1094. gadā mirušie	Kategorio:Mortintoj en 1094
Kategorija:1099. gadā mirušie	Kategorio:Mortintoj en 1099
Kategorija:1114. gads	Kategorio:1114
Kategorija:1118. gadā mirušie	Kategorio:Mortintoj en 1118
Kategorija:1122. gads	Kategorio:1122
Kategorija:1123. gads	Kategorio:1123
Kategorija:Senās Grieķijas cilvēki	Kategorio:Antikvaj grekoj
Kategorija:1130. gads	Kategorio:1130
Kategorija:1131. gadā mirušie	Kategorio:Mortintoj en 1131
Kategorija:1142. gads	Kategorio:1142
Kategorija:Formula 1 komandas	Kategorio:Konstruistoj de Formulo 1
Kategorija:1143. gadā mirušie	Kategorio:Mortintoj en 1143
Kategorija:1999. gada albumi	Kategorio:Muzikalbumoj aperintaj en 1999
Kategorija:Kino pēc valsts	Kategorio:Kino laŭ lando
Kategorija:Elementārās funkcijas	Kategorio:Rudimentaj specialaj funkcioj
Kategorija:Albumi pēc gada	Kategorio:Muzikalbumoj laŭ jaroj
Kategorija:1158. gads	Kategorio:1158
Kategorija:1938. gada filmas	Kategorio:Filmoj aperintaj en 1938
Kategorija:1939. gada filmas	Kategorio:Filmoj aperintaj en 1939
Kategorija:Cilvēka uzvedība	Kategorio:Homa konduto
Kategorija:1175. gadā mirušie	Kategorio:Mortintoj en 1175
Kategorija:Primāti	Kategorio:Primatoj
Kategorija:1180. gadā mirušie	Kategorio:Mortintoj en 1180
Kategorija:1182. gadā mirušie	Kategorio:Mortintoj en 1182
Kategorija:1183. gadā mirušie	Kategorio:Mortintoj en 1183
Kategorija:1187. gads	Kategorio:1187
Kategorija:Uzlabošanas veidnes	Kategorio:Ŝablono en la spaco @@@u0026Kategorio"
Kategorija:Zinātniskas ekspedīcijas	Kategorio:Sciencaj ekspedicioj
Kategorija:1190. gadā mirušie	Kategorio:Mortintoj en 1190
Kategorija:Kaspijas jūra	Kategorio:Kaspia Maro
Kategorija:1191. gadā mirušie	Kategorio:Mortintoj en 1191
Kategorija:Augu morfoloģija	Kategorio:Plantomorfologio
Kategorija:1194. gadā mirušie	Kategorio:Mortintoj en 1194
Kategorija:1196. gadā mirušie	Kategorio:Mortintoj en 1196
Kategorija:1199. gadā mirušie	Kategorio:Mortintoj en 1199
Kategorija:1202. gads	Kategorio:1202
Kategorija:1202. gadā mirušie	Kategorio:Mortintoj en 1202
Kategorija:1211. gadā mirušie	Kategorio:Mortintoj en 1211
Kategorija:1219. gadā mirušie	Kategorio:Mortintoj en 1219
Kategorija:1223. gadā mirušie	Kategorio:Mortintoj en 1223
Veidne:Autobiogrāfija	Ŝablono:Membiografio
Kategorija:Pokemoni	Kategorio:Pokemono
Veidne:BDI	Ŝablono:BDI
Veidne:BGR	Ŝablono:BGR
Veidne:VietasKarte Silēzijas vojevodiste	Ŝablono:Situo sur mapo Pollando Silezia provinco
Veidne:BHS	Ŝablono:BHS
Veidne:BLR	Ŝablono:BLR
Kategorija:Microsoft Windows	Kategorio:Vindozo
Kategorija:1279. gadā mirušie	Kategorio:Mortintoj en 1279
Kategorija:Alfa Romeo	Kategorio:Alfa Romeo
Kategorija:1284. gads	Kategorio:1284
Veidne:Bar percent	Ŝablono:Strikesto/procentoj
Kategorija:1288. gadā mirušie	Kategorio:Mortintoj en 1288
Kategorija:1291. gads	Kategorio:1291
Kategorija:1299. gads	Kategorio:1299
Kategorija:1300. gadā mirušie	Kategorio:Mortintoj en 1300
Kategorija:1306. gadā mirušie	Kategorio:Mortintoj en 1306
Kategorija:1307. gadā mirušie	Kategorio:Mortintoj en 1307
Kategorija:Cilvēki pēc vietas	Kategorio:Homoj laŭ geografio
Kategorija:1312. gads	Kategorio:1312
Kategorija:1324. gadā mirušie	Kategorio:Mortintoj en 1324
Kategorija:1326. gadā mirušie	Kategorio:Mortintoj en 1326
Kategorija:1327. gadā mirušie	Kategorio:Mortintoj en 1327
Veidne:Siera infokaste	Ŝablono:Informkesto fromaĝo
Kategorija:Donavas baseina upes	Kategorio:Rivera sistemo de Danubo
Kategorija:1345. gads	Kategorio:1345
Kategorija:Saratovas apgabals	Kategorio:Saratova provinco
Kategorija:Sudānas ekonomika	Kategorio:Ekonomio de Sudano
Kategorija:Ekvadoras ekonomika	Kategorio:Ekonomio de Ekvadoro
Kategorija:1866. gada grāmatas	Kategorio:Libroj aperintaj en 1866
Kategorija:1363. gads	Kategorio:1363
Kategorija:Francijas reģioni	Kategorio:Regionoj de Francio
Kategorija:1382. gadā mirušie	Kategorio:Mortintoj en 1382
Kategorija:Spānijas arheoloģiskie pieminekļi	Kategorio:Arkeologiaj lokoj en Hispanio
Kategorija:2014. gads	Kategorio:2014
Kategorija:2015. gads	Kategorio:2015
Veidne:Br ikona	Ŝablono:Br
Kategorija:1393. gadā mirušie	Kategorio:Mortintoj en 1393
Kategorija:Gvadelupa	Kategorio:Gvadelupo
Kategorija:1395. gadā mirušie	Kategorio:Mortintoj en 1395
Kategorija:1402. gads	Kategorio:1402
Kategorija:1403. gads	Kategorio:1403
Kategorija:Igaunijas politika	Kategorio:Politiko de Estonio
Kategorija:1405. gadā mirušie	Kategorio:Mortintoj en 1405
Kategorija:1407. gads	Kategorio:1407
Kategorija:1409. gads	Kategorio:1409
Kategorija:1410. gads	Kategorio:1410
Kategorija:1411. gads	Kategorio:1411
Kategorija:1412. gads	Kategorio:1412
Kategorija:1412. gadā mirušie	Kategorio:Mortintoj en 1412
Kategorija:1413. gadā mirušie	Kategorio:Mortintoj en 1413
Kategorija:Martinika	Kategorio:Martiniko
Kategorija:1416. gads	Kategorio:1416
Kategorija:1998. gada grāmatas	Kategorio:Libroj aperintaj en 1998
Kategorija:Romas katoļu ordeņi un kongregācijas	Kategorio:Romkatolikaj ordenoj kaj kongregacioj
Kategorija:ASV ekonomika	Kategorio:Ekonomio de Usono
Kategorija:1423. gads	Kategorio:1423
Kategorija:1425. gads	Kategorio:1425
Kategorija:1427. gads	Kategorio:1427
Kategorija:Celtnes un būves Somijā	Kategorio:Konstruaĵoj en Finnlando
Kategorija:1851. gada grāmatas	Kategorio:Libroj aperintaj en 1851
Kategorija:1865. gada grāmatas	Kategorio:Libroj aperintaj en 1865
Kategorija:1967. gada grāmatas	Kategorio:Libroj aperintaj en 1967
Kategorija:1438. gads	Kategorio:1438
Veidne:Str find	Ŝablono:Lin serĉi
Kategorija:1441. gads	Kategorio:1441
Kategorija:1442. gads	Kategorio:1442
Kategorija:Argentīnas politika	Kategorio:Politiko de Argentino
Kategorija:1444. gads	Kategorio:1444
Kategorija:Sportisti pēc valsts	Kategorio:Sportistoj laŭ landoj
Kategorija:1446. gads	Kategorio:1446
Kategorija:Osmaņu impērijas vēsture	Kategorio:Historio de Otomana Imperio
Kategorija:1448. gads	Kategorio:1448
Kategorija:1448. gadā mirušie	Kategorio:Mortintoj en 1448
Kategorija:1978. gada grāmatas	Kategorio:Libroj aperintaj en 1978
Kategorija:1451. gadā mirušie	Kategorio:Mortintoj en 1451
Kategorija:1454. gads	Kategorio:1454
Kategorija:Indijas ekonomika	Kategorio:Ekonomio de Barato
Kategorija:1455. gads	Kategorio:1455
Kategorija:1456. gadā mirušie	Kategorio:Mortintoj en 1456
Kategorija:1459. gads	Kategorio:1459
Kategorija:1459. gadā mirušie	Kategorio:Mortintoj en 1459
Kategorija:1999. gada grāmatas	Kategorio:Libroj aperintaj en 1999
Kategorija:1461. gads	Kategorio:1461
Kategorija:ASV politika	Kategorio:Politiko de Usono
Kategorija:1462. gadā mirušie	Kategorio:Mortintoj en 1462
Kategorija:Kristieši	Kategorio:Kristanoj
Veidne:User sv-3	Ŝablono:Vikipediisto sv-3
Kategorija:1469. gads	Kategorio:1469
Kategorija:Nematodes	Kategorio:Nematodoj
Kategorija:1956. gada filmas	Kategorio:Filmoj aperintaj en 1956
Kategorija:Nobela prēmijas laureāti literatūrā	Kategorio:Nobel-premiitoj pri literaturo
Kategorija:1477. gads	Kategorio:1477
Kategorija:1502. gads	Kategorio:1502
Kategorija:Valensija (komūna)	Kategorio:Valencio
Kategorija:1484. gads	Kategorio:1484
Kategorija:1485. gads	Kategorio:1485
Kategorija:1485. gadā mirušie	Kategorio:Mortintoj en 1485
Veidne:CIV	Ŝablono:CIV
Kategorija:1487. gads	Kategorio:1487
Kategorija:1488. gads	Kategorio:1488
Kategorija:1489. gads	Kategorio:1489
Kategorija:1492. gads	Kategorio:1492
Veidne:CRI	Ŝablono:CRI
Kategorija:1495. gads	Kategorio:1495
Kategorija:2001. gada filmas	Kategorio:Filmoj aperintaj en 2001
Veidne:CYP	Ŝablono:CYP
Kategorija:Indijas ģeogrāfija	Kategorio:Geografio de Barato
Kategorija:1506. gadā mirušie	Kategorio:Mortintoj en 1506
Kategorija:1929. gada filmas	Kategorio:Filmoj aperintaj en 1929
Kategorija:1993. gada filmas	Kategorio:Filmoj aperintaj en 1993
Kategorija:1509. gadā mirušie	Kategorio:Mortintoj en 1509
Kategorija:1510. gadā mirušie	Kategorio:Mortintoj en 1510
Veidne:Fr ikona	Ŝablono:Fr
Kategorija:1515. gads	Kategorio:1515
Kategorija:Transports pēc valsts	Kategorio:Transporto laŭ landoj
Kategorija:1518. gads	Kategorio:1518
Kategorija:Mjanmas pilsētas	Kategorio:Urboj de Birmo
Kategorija:Tirdzniecība	Kategorio:Komerco
Kategorija:Bizantijas imperatori	Kategorio:Imperiestroj de la Bizanca Imperio
Veidne:Twitter	Ŝablono:Twitter
Kategorija:1522. gadā mirušie	Kategorio:Mortintoj en 1522
Kategorija:Portāli	Kategorio:Vikipedio:Portaloj
Veidne:Ko ikona	Ŝablono:Ko
Kategorija:1527. gadā mirušie	Kategorio:Mortintoj en 1527
Kategorija:1528. gadā mirušie	Kategorio:Mortintoj en 1528
Kategorija:1530. gadā mirušie	Kategorio:Mortintoj en 1530
Kategorija:1531. gadā mirušie	Kategorio:Mortintoj en 1531
Kategorija:1533. gads	Kategorio:1533
Kategorija:1535. gads	Kategorio:1535
Kategorija:1537. gads	Kategorio:1537
Kategorija:1537. gadā mirušie	Kategorio:Mortintoj en 1537
Kategorija:1540. gads	Kategorio:1540
Kategorija:1540. gadā mirušie	Kategorio:Mortintoj en 1540
Kategorija:1543. gadā mirušie	Kategorio:Mortintoj en 1543
Kategorija:1546. gads	Kategorio:1546
Kategorija:Mjanmas upes	Kategorio:Riveroj en Birmo
Kategorija:1551. gads	Kategorio:1551
Kategorija:1552. gads	Kategorio:1552
Kategorija:1552. gadā mirušie	Kategorio:Mortintoj en 1552
Kategorija:1555. gads	Kategorio:1555
Kategorija:1555. gadā mirušie	Kategorio:Mortintoj en 1555
Kategorija:Bioķīmija	Kategorio:Biokemio
Kategorija:1561. gads	Kategorio:1561
Kategorija:1563. gads	Kategorio:1563
Kategorija:1563. gadā mirušie	Kategorio:Mortintoj en 1563
Kategorija:Mūzikas grupas pēc valsts	Kategorio:Muzikaj grupoj laŭ nacieco
Kategorija:1566. gads	Kategorio:1566
Kategorija:1566. gadā mirušie	Kategorio:Mortintoj en 1566
Kategorija:1569. gads	Kategorio:1569
Kategorija:1572. gads	Kategorio:1572
Kategorija:1572. gadā mirušie	Kategorio:Mortintoj en 1572
Kategorija:1575. gads	Kategorio:1575
Kategorija:Reliģija Krievijā	Kategorio:Religio en Rusio
Kategorija:1578. gads	Kategorio:1578
Kategorija:1580. gads	Kategorio:1580
Kategorija:1580. gadā mirušie	Kategorio:Mortintoj en 1580
Kategorija:Cīkstoņi	Kategorio:Luktosportistoj
Kategorija:1582. gads	Kategorio:1582
Kategorija:1584. gadā mirušie	Kategorio:Mortintoj en 1584
Kategorija:1595. gads	Kategorio:1595
Kategorija:1599. gadā mirušie	Kategorio:Mortintoj en 1599
Kategorija:Burkinafaso ģeogrāfija	Kategorio:Geografio de Burkino
Kategorija:Mikoloģija	Kategorio:Mikologio
Kategorija:1605. gads	Kategorio:1605
Kategorija:Lietuvas ekonomika	Kategorio:Ekonomio de Litovio
Kategorija:1605. gadā mirušie	Kategorio:Mortintoj en 1605
Kategorija:Dzelzceļš Francijā	Kategorio:Fervojo en Francio
Kategorija:1607. gads	Kategorio:1607
Kategorija:1607. gadā mirušie	Kategorio:Mortintoj en 1607
Kategorija:1611. gads	Kategorio:1611
Kategorija:1615. gads	Kategorio:1615
Kategorija:1618. gads	Kategorio:1618
Kategorija:Aviokatastrofās bojā gājušie	Kategorio:Mortintoj en aeraj akcidentoj
Kategorija:Dienvidamerikas tautas	Kategorio:Etnoj en Sudameriko
Kategorija:1620. gads	Kategorio:1620
Kategorija:1622. gads	Kategorio:1622
Kategorija:Programmēšana	Kategorio:Programado
Kategorija:1624. gads	Kategorio:1624
Kategorija:1624. gadā mirušie	Kategorio:Mortintoj en 1624
Kategorija:1626. gads	Kategorio:1626
Kategorija:1626. gadā mirušie	Kategorio:Mortintoj en 1626
Kategorija:1629. gads	Kategorio:1629
Kategorija:1629. gadā mirušie	Kategorio:Mortintoj en 1629
Kategorija:1631. gads	Kategorio:1631
Kategorija:Basku zeme (reģions)	Kategorio:Eŭskio
Kategorija:1631. gadā mirušie	Kategorio:Mortintoj en 1631
Kategorija:1633. gads	Kategorio:1633
Kategorija:1633. gadā mirušie	Kategorio:Mortintoj en 1633
Kategorija:1635. gads	Kategorio:1635
Kategorija:1637. gads	Kategorio:1637
Kategorija:1640. gads	Kategorio:1640
Kategorija:1640. gadā mirušie	Kategorio:Mortintoj en 1640
Kategorija:1642. gads	Kategorio:1642
Kategorija:1642. gadā mirušie	Kategorio:Mortintoj en 1642
Kategorija:1644. gadā mirušie	Kategorio:Mortintoj en 1644
Kategorija:1649. gads	Kategorio:1649
Kategorija:1649. gadā mirušie	Kategorio:Mortintoj en 1649
Kategorija:1652. gads	Kategorio:1652
Kategorija:1657. gads	Kategorio:1657
Kategorija:1659. gads	Kategorio:1659
Kategorija:1660. gadā mirušie	Kategorio:Mortintoj en 1660
Kategorija:1665. gads	Kategorio:1665
Kategorija:1665. gadā mirušie	Kategorio:Mortintoj en 1665
Kategorija:1666. gadā mirušie	Kategorio:Mortintoj en 1666
Kategorija:1668. gads	Kategorio:1668
Kategorija:1669. gads	Kategorio:1669
Kategorija:1669. gadā mirušie	Kategorio:Mortintoj en 1669
Kategorija:1673. gadā mirušie	Kategorio:Mortintoj en 1673
Kategorija:1674. gadā mirušie	Kategorio:Mortintoj en 1674
Kategorija:1676. gadā mirušie	Kategorio:Mortintoj en 1676
Kategorija:1678. gads	Kategorio:1678
Kategorija:1686. gads	Kategorio:1686
Kategorija:1687. gadā mirušie	Kategorio:Mortintoj en 1687
Kategorija:1689. gadā mirušie	Kategorio:Mortintoj en 1689
Kategorija:1693. gads	Kategorio:1693
Kategorija:1693. gadā mirušie	Kategorio:Mortintoj en 1693
Kategorija:1694. gadā mirušie	Kategorio:Mortintoj en 1694
Kategorija:1696. gads	Kategorio:1696
Kategorija:1696. gadā mirušie	Kategorio:Mortintoj en 1696
Kategorija:1697. gadā mirušie	Kategorio:Mortintoj en 1697
Kategorija:1699. gads	Kategorio:1699
Kategorija:1701. gadā mirušie	Kategorio:Mortintoj en 1701
Kategorija:1702. gadā mirušie	Kategorio:Mortintoj en 1702
Kategorija:1705. gads	Kategorio:1705
Kategorija:1706. gads	Kategorio:1706
Kategorija:1706. gadā mirušie	Kategorio:Mortintoj en 1706
Kategorija:1711. gads	Kategorio:1711
Kategorija:1711. gadā mirušie	Kategorio:Mortintoj en 1711
Kategorija:1713. gadā mirušie	Kategorio:Mortintoj en 1713
Kategorija:1715. gadā mirušie	Kategorio:Mortintoj en 1715
Kategorija:1716. gadā mirušie	Kategorio:Mortintoj en 1716
Kategorija:1720. gads	Kategorio:1720
Kategorija:1722. gads	Kategorio:1722
Kategorija:1722. gadā mirušie	Kategorio:Mortintoj en 1722
Kategorija:1726. gads	Kategorio:1726
Kategorija:1727. gadā mirušie	Kategorio:Mortintoj en 1727
Kategorija:1730. gads	Kategorio:1730
Kategorija:1730. gadā mirušie	Kategorio:Mortintoj en 1730
Kategorija:1731. gadā mirušie	Kategorio:Mortintoj en 1731
Kategorija:1733. gadā mirušie	Kategorio:Mortintoj en 1733
Kategorija:1735. gadā mirušie	Kategorio:Mortintoj en 1735
Kategorija:1736. gadā mirušie	Kategorio:Mortintoj en 1736
Kategorija:1737. gadā mirušie	Kategorio:Mortintoj en 1737
Kategorija:1739. gads	Kategorio:1739
Kategorija:1741. gadā mirušie	Kategorio:Mortintoj en 1741
Kategorija:1742. gadā mirušie	Kategorio:Mortintoj en 1742
Kategorija:1743. gadā mirušie	Kategorio:Mortintoj en 1743
Kategorija:1744. gadā mirušie	Kategorio:Mortintoj en 1744
Kategorija:1745. gadā mirušie	Kategorio:Mortintoj en 1745
Kategorija:1746. gadā mirušie	Kategorio:Mortintoj en 1746
Kategorija:1747. gadā mirušie	Kategorio:Mortintoj en 1747
Kategorija:1751. gads	Kategorio:1751
Kategorija:1753. gadā mirušie	Kategorio:Mortintoj en 1753
Kategorija:1754. gadā mirušie	Kategorio:Mortintoj en 1754
Kategorija:1757. gadā mirušie	Kategorio:Mortintoj en 1757
Kategorija:1758. gadā mirušie	Kategorio:Mortintoj en 1758
Kategorija:1759. gadā mirušie	Kategorio:Mortintoj en 1759
Kategorija:1760. gadā mirušie	Kategorio:Mortintoj en 1760
Kategorija:1761. gadā mirušie	Kategorio:Mortintoj en 1761
Kategorija:1762. gadā mirušie	Kategorio:Mortintoj en 1762
Kategorija:1764. gads	Kategorio:1764
Kategorija:1765. gads	Kategorio:1765
Kategorija:1766. gads	Kategorio:1766
Kategorija:1767. gads	Kategorio:1767
Kategorija:1767. gadā mirušie	Kategorio:Mortintoj en 1767
Kategorija:1769. gads	Kategorio:1769
Kategorija:1769. gadā mirušie	Kategorio:Mortintoj en 1769
Kategorija:1770. gadā mirušie	Kategorio:Mortintoj en 1770
Kategorija:1771. gadā mirušie	Kategorio:Mortintoj en 1771
Kategorija:1772. gadā mirušie	Kategorio:Mortintoj en 1772
Kategorija:1773. gadā mirušie	Kategorio:Mortintoj en 1773
Kategorija:1775. gads	Kategorio:1775
Kategorija:1776. gadā mirušie	Kategorio:Mortintoj en 1776
Kategorija:1779. gads	Kategorio:1779
Kategorija:1780. gadā mirušie	Kategorio:Mortintoj en 1780
Kategorija:1781. gadā mirušie	Kategorio:Mortintoj en 1781
Kategorija:1782. gadā mirušie	Kategorio:Mortintoj en 1782
Kategorija:1783. gadā mirušie	Kategorio:Mortintoj en 1783
Kategorija:1784. gadā mirušie	Kategorio:Mortintoj en 1784
Kategorija:1785. gadā mirušie	Kategorio:Mortintoj en 1785
Kategorija:1786. gadā mirušie	Kategorio:Mortintoj en 1786
Kategorija:1787. gadā mirušie	Kategorio:Mortintoj en 1787
Kategorija:1788. gadā mirušie	Kategorio:Mortintoj en 1788
Kategorija:1789. gadā mirušie	Kategorio:Mortintoj en 1789
Kategorija:Itālijas administratīvais iedalījums	Kategorio:Teritoria organizado de Italio
Kategorija:Krievu literatūra	Kategorio:Literaturo de Rusio
Kategorija:Itālijas ģeogrāfija	Kategorio:Geografio de Italio
Kategorija:1790. gadā mirušie	Kategorio:Mortintoj en 1790
Kategorija:Pasaules literatūra	Kategorio:Literaturo laŭ nacieco
Kategorija:Sardīnija	Kategorio:Sardio
Kategorija:Lietuvas dzejnieki	Kategorio:Litovaj poetoj
Kategorija:Ukrainas ciemi	Kategorio:Vilaĝoj de Ukrainio
Kategorija:Vitamīni	Kategorio:Vitaminoj
Kategorija:Rotaslietas	Kategorio:Juveloj
Kategorija:Eiropas ģeogrāfija	Kategorio:Geografio de Eŭropo
Kategorija:Milvoki	Kategorio:Milvokio
Kategorija:1970. gada filmas	Kategorio:Filmoj aperintaj en 1970
Kategorija:Vācijas federālās zemes	Kategorio:Federaciaj landoj de Germanio
Kategorija:Japānas ekonomika	Kategorio:Ekonomio de Japanio
Kategorija:Alas	Kategorio:Kavernoj
Kategorija:Japānas uzņēmumi	Kategorio:Japanaj firmaoj
Kategorija:Florida	Kategorio:Florido
Kategorija:1778. gads	Kategorio:1778
Kategorija:Spānijas nacionālie simboli	Kategorio:Naciaj simboloj de Hispanio
Kategorija:Dzelzceļa veidnes	Kategorio:Ŝablono:Fervojo
Kategorija:Vietas ASV UNESCO Pasaules mantojuma sarakstā	Kategorio:Mondaj heredaĵoj en Usono
Kategorija:Bruņinieku ordeņi	Kategorio:Kavalirordenoj
Kategorija:Vācu Ordenis	Kategorio:Ordeno de germanaj kavaliroj
Kategorija:Sports Rumānijā	Kategorio:Sporto en Rumanio
Veidne:Pamatraksts	Ŝablono:Ĉefartikolo
Kategorija:1990. gads sportā	Kategorio:Sporto en 1990
Kategorija:1991. gads sportā	Kategorio:Sporto en 1991
Kategorija:1992. gads sportā	Kategorio:Sporto en 1992
Kategorija:Transports Panamā	Kategorio:Transporto en Panamo
Kategorija:1996. gads sportā	Kategorio:Sporto en 1996
Kategorija:1997. gads sportā	Kategorio:Sporto en 1997
Kategorija:Kari ar PSRS	Kategorio:Militoj de Sovetunio
Kategorija:Valstu karogu veidnes Olimpiskajās spēlēs	Kategorio:Ŝablono:Lando flago IOK
Kategorija:Vācijas vēsture	Kategorio:Historio de Germanio
Veidne:Coord/dec2dms/dm	Ŝablono:Koord/dekalgms/gm
Kategorija:Nosacījuma veidnes	Kategorio:Vikipedio:Kondiĉaj ŝablonoj
Kategorija:Lietuvas apriņķi	Kategorio:Distriktoj de Litovio
Kategorija:Francijas imperatori	Kategorio:Imperiestroj de Francio
Veidne:EST	Ŝablono:EST
Kategorija:Organiskās vielas	Kategorio:Organikaj kombinaĵoj
Kategorija:Abruco	Kategorio:Abruco
Kategorija:ASV štatu administratīvie centri	Kategorio:Ĉefurboj de Usono
Kategorija:Nevada	Kategorio:Nevado
Kategorija:Nebraska	Kategorio:Nebrasko
Kategorija:Ziemeļdakota	Kategorio:Norda Dakoto
Kategorija:Ņūmeksika	Kategorio:Nov-Meksiko
Kategorija:Ņujorkas štats	Kategorio:Nov-Jorkio
Kategorija:Ņūdžersija	Kategorio:Nov-Ĵerzejo
Kategorija:Ņūhempšīra	Kategorio:Nov-Hampŝiro
Kategorija:Rodailenda	Kategorio:Rod-Insulo
Kategorija:Luiziāna	Kategorio:Luiziano
Kategorija:Mērilenda	Kategorio:Marilando
Kategorija:Meina	Kategorio:Majno
Kategorija:Minesota	Kategorio:Minesoto
Kategorija:Mičigana	Kategorio:Miĉigano
Kategorija:Misisipi	Kategorio:Misisipio
Kategorija:Misūri	Kategorio:Misurio
Kategorija:Vērmonta	Kategorio:Vermonto
Kategorija:Virdžīnija	Kategorio:Virginio
Kategorija:Dienviddakota	Kategorio:Suda Dakoto
Kategorija:Aidaho	Kategorio:Idaho
Kategorija:Aiova	Kategorio:Iovao
Kategorija:Ārkanzasa	Kategorio:Arkansaso
Kategorija:Aļaska	Kategorio:Alasko
Kategorija:Arizona	Kategorio:Arizono
Kategorija:Alabama	Kategorio:Alabamo
Kategorija:Oregona	Kategorio:Oregono
Kategorija:Ohaio	Kategorio:Ohio
Kategorija:Rietumvirdžīnija	Kategorio:Okcidenta Virginio
Kategorija:Viskonsina	Kategorio:Viskonsino
Kategorija:Jūta	Kategorio:Utaho
Kategorija:Indiāna	Kategorio:Indianio
Kategorija:Ilinoisa	Kategorio:Ilinojo
Kategorija:Kanzasa	Kategorio:Kansaso
Kategorija:Kalifornija	Kategorio:Kalifornio
Kategorija:Kentuki	Kategorio:Kentukio
Kategorija:Konektikuta	Kategorio:Konektikuto
Kategorija:Kolorādo	Kategorio:Koloradio
Kategorija:Teksasa	Kategorio:Teksaso
Kategorija:Pensilvānija	Kategorio:Pensilvanio
Kategorija:Havajas	Kategorio:Havajo
Kategorija:Polijas politiskās partijas	Kategorio:Politikaj partioj de Pollando
Kategorija:Bijušās partijas	Kategorio:Malaperintaj politikaj partioj
Veidne:Infobox animanga/Footer	Ŝablono:Infobox animanga/Footer
Vikipēdija:Lua	Vikipedio:Lua
Kategorija:Aizliegtās politiskās partijas	Kategorio:Malpermesitaj partioj
Kategorija:Zemūdenes	Kategorio:Submarŝipoj
Kategorija:Celtnes un būves Grieķijā	Kategorio:Konstruaĵoj en Grekio
Kategorija:Matemātiskie instrumenti	Kategorio:Matematikaj iloj
Kategorija:Astronomijas vēsture	Kategorio:Historio de astronomio
Kategorija:Literāri darbi pēc žanra	Kategorio:Literaturo laŭ ĝenroj
Kategorija:Mode	Kategorio:Modo
Veidne:QAT	Ŝablono:QAT
Veidne:RUS	Ŝablono:RUS
