非洲	Afriko
Category:1977年死	Kategorio:Mortintoj en 1977
Category:1978年	Kategorio:1978
Category:1979年	Kategorio:1979
Category:1980年	Kategorio:1980
Category:1981年	Kategorio:1981
Category:1982年	Kategorio:1982
Category:1982年死	Kategorio:Mortintoj en 1982
Category:1983年	Kategorio:1983
Category:1983年死	Kategorio:Mortintoj en 1983
Category:1984年	Kategorio:1984
Category:1984年死	Kategorio:Mortintoj en 1984
Category:1985年	Kategorio:1985
Category:1985年死	Kategorio:Mortintoj en 1985
Category:1986年	Kategorio:1986
Category:1987年	Kategorio:1987
Category:1987年死	Kategorio:Mortintoj en 1987
Category:1988年	Kategorio:1988
Category:1989年	Kategorio:1989
Category:1989年死	Kategorio:Mortintoj en 1989
Category:1990年	Kategorio:1990
Category:1990年死	Kategorio:Mortintoj en 1990
Category:1991年	Kategorio:1991
Category:1992年	Kategorio:1992
Category:1993年	Kategorio:1993
Category:1994年	Kategorio:1994
Category:1995年	Kategorio:1995
Category:1995年死	Kategorio:Mortintoj en 1995
Category:1996年	Kategorio:1996
Category:1996年死	Kategorio:Mortintoj en 1996
Category:1997年	Kategorio:1997
Category:1997年死	Kategorio:Mortintoj en 1997
Category:1999年	Kategorio:1999
Category:2000年	Kategorio:2000
Category:2000年死	Kategorio:Mortintoj en 2000
Category:2001年	Kategorio:2001
Category:2001年死	Kategorio:Mortintoj en 2001
Category:2002年	Kategorio:2002
Category:2002年死	Kategorio:Mortintoj en 2002
Category:2003年死	Kategorio:Mortintoj en 2003
Category:2004年	Kategorio:2004
Category:2004年死	Kategorio:Mortintoj en 2004
Category:2005年	Kategorio:2005
Category:2006年	Kategorio:2006
Category:2006年死	Kategorio:Mortintoj en 2006
Category:2007年	Kategorio:2007
Category:2008年	Kategorio:2008
Category:2009年	Kategorio:2009
Category:2010年	Kategorio:2010
Category:2011年	Kategorio:2011
Category:2016年	Kategorio:2016
Category:2017年	Kategorio:2017
Category:各國經濟	Kategorio:Ekonomio laŭ landoj
Category:各國公司	Kategorio:Firmaoj laŭ landoj
Category:各國嘅橋	Kategorio:Pontoj laŭ landoj
Category:各國嘅島	Kategorio:Insuloj laŭ landoj
Category:波	Kategorio:Ondoj
Category:國際組織成員國	Kategorio:Membraj landoj laŭ organizaĵo
Category:南韓政治	Kategorio:Politiko de Sud-Koreio
Category:馬來西亞政治	Kategorio:Politiko de Malajzio
Category:新加坡政治	Kategorio:Politiko de Singapuro
Category:澳洲政治	Kategorio:Politiko de Aŭstralio
Category:印度政治	Kategorio:Politiko de Barato
Category:泰國政治	Kategorio:Politiko de Tajlando
Category:菲律賓政治	Kategorio:Politiko de la Filipinoj
Category:荷蘭經濟	Kategorio:Ekonomio de Nederlando
Category:愛爾蘭經濟	Kategorio:Ekonomio de Irlando
Category:英國經濟	Kategorio:Ekonomio de Britio
Category:葡萄牙經濟	Kategorio:Ekonomio de Portugalio
Category:埃及史	Kategorio:Historio de Egiptio
Category:捷克史	Kategorio:Historio de Ĉeĥio
Category:葡萄牙史	Kategorio:Historio de Portugalio
Category:佛教徒	Kategorio:Budhanoj
Category:俄羅斯政治	Kategorio:Politiko de Rusio
Category:英國政治	Kategorio:Politiko de Britio
Category:北韓政治	Kategorio:Politiko de Nord-Koreio
Category:尼日利亞經濟	Kategorio:Ekonomio de Niĝerio
Category:中亞史	Kategorio:Historio de Centra Azio
Category:泰國經濟	Kategorio:Ekonomio de Tajlando
Template:BS4	Ŝablono:FL4
Category:西班牙史	Kategorio:Historio de Hispanio
Category:加拿大史	Kategorio:Historio de Kanado
Category:俄羅斯軍事	Kategorio:Armeo de Rusio
Category:蘇聯軍事	Kategorio:Armeo de Sovetunio
Category:英國軍事	Kategorio:Armitaj fortoj de Britio
Category:日本軍事	Kategorio:Armitaj fortoj de Japanio
Category:法國軍事	Kategorio:Armitaj fortoj de Francio
Category:東南亞史	Kategorio:Historio de Sudorienta Azio
Category:日本宗教	Kategorio:Religio en Japanio
Category:南韓運動	Kategorio:Sporto en Sud-Koreio
Category:德國運動	Kategorio:Sporto en Germanio
Category:貨幣	Kategorio:Monunuoj
Template:Infobox Language/family-color	Ŝablono:Informkesto lingvo/Koloro
Category:愛爾蘭運動	Kategorio:Sporto en Irlando
Category:澳洲運動	Kategorio:Sporto en Aŭstralio
Category:伊朗運動	Kategorio:Sporto en Irano
Category:印度運動	Kategorio:Sporto en Barato
Category:日本運動	Kategorio:Sporto en Japanio
Category:中國運動	Kategorio:Sporto en Ĉinio
Category:加拿大運動	Kategorio:Sporto en Kanado
Category:泰國運動	Kategorio:Sporto en Tajlando
Category:香港運動	Kategorio:Sporto en Honkongo
Category:阿根廷足球	Kategorio:Futbalo en Argentino
Category:愛爾蘭共和國足球	Kategorio:Futbalo en Irlando
Category:中國足球	Kategorio:Futbalo en Ĉinio
Category:丹麥地理	Kategorio:Geografio de Danio
Category:馬來西亞地理	Kategorio:Geografio de Malajzio
Template:User ar-4	Ŝablono:Vikipediisto ar-4
Category:巴西地理	Kategorio:Geografio de Brazilo
Template:User ca-2	Ŝablono:Vikipediisto ca-2
Template:User ca-3	Ŝablono:Vikipediisto ca-3
Category:愛爾蘭地理	Kategorio:Geografio de Irlando
Template:User da-0	Ŝablono:Vikipediisto da-0
Template:User da-4	Ŝablono:Vikipediisto da-4
Category:河	Kategorio:Riveroj
Category:以色列地理	Kategorio:Geografio de Israelo
Category:印尼地理	Kategorio:Geografio de Indonezio
Template:User fi-2	Ŝablono:Vikipediisto fi-2
Template:User fi-3	Ŝablono:Vikipediisto fi-3
Category:台灣地理	Kategorio:Geografio de Tajvano
Category:土耳其地理	Kategorio:Geografio de Turkio
Category:芬蘭地理	Kategorio:Geografio de Finnlando
Template:User he-4	Ŝablono:Vikipediisto he-4
Template:User ko	Ŝablono:Vikipediisto ko-D
Template:User ko-0	Ŝablono:Vikipediisto ko-0
Category:電影史	Kategorio:Historio de kino
Category:俄羅斯政區	Kategorio:Teritoria organizado de Rusio
Template:User pl-2	Ŝablono:Vikipediisto pl-2
Template:User pt	Ŝablono:Vikipediisto pt
Template:User ro-2	Ŝablono:Vikipediisto ro-2
Template:User ru-1	Ŝablono:Vikipediisto ru-1
Template:User sv-0	Ŝablono:Vikipediisto sv-0
Category:中國江河	Kategorio:Riveroj en Ĉinio
Template:User zh-1	Ŝablono:Vikipediisto zh-1
Template:User zh-2	Ŝablono:Vikipediisto zh-2
Template:User zh-3	Ŝablono:Vikipediisto zh-3
Template:User zh-4	Ŝablono:Vikipediisto zh-4
Category:各地小說家	Kategorio:Romanistoj laŭ landoj
Category:各地藝人	Kategorio:Distristoj laŭ nacieco
Category:各地音樂家	Kategorio:Muzikistoj laŭ landoj
Category:美國交通	Kategorio:Transporto en Usono
Category:智利文化	Kategorio:Kulturo de Ĉilio
Category:埃及交通	Kategorio:Transporto en Egiptio
Category:日本交通	Kategorio:Transporto en Japanio
Category:中國交通	Kategorio:Transporto en Ĉinio
Category:台灣交通	Kategorio:Transporto en Tajvano
Category:亞洲大學	Kategorio:Universitatoj en Azio
Category:贊比亞	Kategorio:Zambio
Category:塞內加爾	Kategorio:Senegalo
Category:性罪行	Kategorio:Seksaj krimoj
Category:各國博物館	Kategorio:Muzeoj laŭ landoj
Category:國選舉	Kategorio:Balotoj laŭ landoj
Category:各地政治人	Kategorio:Politikistoj laŭ ŝtatoj
Category:中國政治	Kategorio:Politiko de Ĉinio
Category:法國政治	Kategorio:Politiko en Francio
Category:岸	Kategorio:Marborda geografio
Category:俄羅斯史	Kategorio:Historio de Rusio
Category:香港宗教	Kategorio:Religio en Honkongo
Category:荷蘭運動	Kategorio:Sporto en Nederlando
Category:美國運動	Kategorio:Sporto en Usono
Category:法國運動	Kategorio:Sporto en Francio
Category:荷蘭足球	Kategorio:Futbalo en Nederlando
Category:塞拉利昂	Kategorio:Siera-Leono
Category:德國足球	Kategorio:Futbalo en Germanio
Category:津巴布韋	Kategorio:Zimbabvo
Category:巴西足球	Kategorio:Futbalo en Brazilo
Category:石油輸出國組織成員國	Kategorio:OPEL
Category:意大利足球	Kategorio:Futbalo en Italio
Category:葡萄牙足球	Kategorio:Futbalo en Portugalio
Category:俄羅斯地理	Kategorio:Geografio de Rusio
Category:各國城市一覽	Kategorio:Listoj de urboj laŭ lando
Category:英國地理	Kategorio:Geografio de Britio
Category:肯雅地理	Kategorio:Geografio de Kenjo
Category:索馬里	Kategorio:Somalio
Category:烏干達	Kategorio:Ugando
Category:工藝	Kategorio:Metiistoj
Template:Multi-listen end	Ŝablono:Aŭskultu fino
Category:越南交通	Kategorio:Transporto en Vjetnamio
Category:也門城市	Kategorio:Urboj de Jemeno
Category:新加坡交通	Kategorio:Transporto en Singapuro
Category:溫哥華	Kategorio:Vankuvero
Category:日本戰爭	Kategorio:Militoj de Japanio
Category:太空人	Kategorio:Kosmonaŭtoj
Category:蘇聯政治人	Kategorio:Politikistoj de Rusio aŭ Sovetunio
Category:愛爾蘭教育	Kategorio:Edukado en Irlando
Category:希臘人	Kategorio:Grekoj
Category:人物一覽	Kategorio:Listoj de homoj
Category:挪威人	Kategorio:Norvegoj
Category:紐西蘭人	Kategorio:Novzelandanoj
Category:南韓人	Kategorio:Sudkoreanoj
Category:唱歌	Kategorio:Kantado
Category:巴西人	Kategorio:Brazilanoj
Category:瑞典人	Kategorio:Svedoj
Category:阿根廷人	Kategorio:Argentinanoj
Category:英國政府	Kategorio:Registaro de Britio
Category:伊拉克人	Kategorio:Irakanoj
Category:印度人	Kategorio:Baratanoj
Category:日本人	Kategorio:Japanoj
Category:加拿大人	Kategorio:Kanadanoj
Category:臺灣人	Kategorio:Tajvananoj
Category:西藏人	Kategorio:Tibetanoj
Category:戲劇	Kategorio:Teatro
Category:芬蘭人	Kategorio:Finnoj
Category:各地歌手	Kategorio:Kantistoj laŭ landoj
Category:各地結他手	Kategorio:Gitaristoj laŭ landoj
Category:工程師	Kategorio:Inĝenieroj
Category:企業家	Kategorio:Entreprenistoj
Category:罪犯	Kategorio:Krimuloj
Category:語言學家	Kategorio:Lingvistoj
Category:藝人	Kategorio:Distristoj
Category:阿根廷足球員	Kategorio:Argentinaj futbalistoj
Category:英國首相	Kategorio:Ĉefministroj de Britio
Category:巴西足球員	Kategorio:Brazilaj futbalistoj
Category:英國足球員	Kategorio:Britaj futbalistoj
Category:國家同地區頂級域	Kategorio:Naciaj domajnoj de la alta nivelo
Category:音樂明細模	Kategorio:Informkesto:Muziko
Category:菲律賓	Kategorio:Filipinoj
Category:油	Kategorio:Oleoj
Category:英國歌手	Kategorio:Britaj kantistoj
Category:User nl	Kategorio:Vikipediisto nl
Category:User nn-3	Kategorio:Vikipediisto nn-3
Category:User no-2	Kategorio:Vikipediisto no-2
Category:User no	Kategorio:Vikipediisto no
Category:日本經濟學家	Kategorio:Japanaj ekonomikistoj
Category:德國科學家	Kategorio:Germanaj sciencistoj
Category:意大利科學家	Kategorio:Italaj sciencistoj
Category:User zh-1	Kategorio:Vikipediisto zh-1
Category:User zh-4	Kategorio:Vikipediisto zh-4
Category:User zh-3	Kategorio:Vikipediisto zh-3
Category:User zh-2	Kategorio:Vikipediisto zh-2
Category:蜂	Kategorio:Abeloj
Category:德國軍人	Kategorio:Germanaj militistoj
Category:中國軍人	Kategorio:Ĉinaj militistoj
Category:英國外交官	Kategorio:Britaj ambasadoroj
Category:知識產權法	Kategorio:Juro pri intelekta proprieto
Category:蛙	Kategorio:Anuroj
Category:酸	Kategorio:Acidoj
Category:紙	Kategorio:Paperoj
Category:兔	Kategorio:Leporedoj
Category:經典力學	Kategorio:Klasika mekaniko
Category:力學	Kategorio:Mekaniko
Category:鼓	Kategorio:Tamburoj
Category:港產片	Kategorio:Honkongaj filmoj
Category:中文輸入法	Kategorio:Enigaj metodoj por la ĉina
Category:日本企業家	Kategorio:Japanaj entreprenistoj
Category:英國結他手	Kategorio:Britaj gitaristoj
Category:美國樂隊	Kategorio:Usonaj muzikaj grupoj
Category:德國樂隊	Kategorio:Germanaj muzikaj grupoj
Category:亞美尼亞	Kategorio:Armenio
Category:巴林	Kategorio:Barejno
Category:美國籃球員	Kategorio:Usonaj korbopilkistoj
Category:不丹	Kategorio:Butano
Category:特殊函數	Kategorio:Specialaj funkcioj
Category:日本漫畫家	Kategorio:Mangaverkisto
Category:美國模特兒	Kategorio:Usonaj fotomodeloj
Category:人體解剖學	Kategorio:Homa anatomio
Category:恐怖主義	Kategorio:Terorismo
Category:英國物理學家	Kategorio:Britaj fizikistoj
Category:國際貿易	Kategorio:Internacia komerco
Category:自殺	Kategorio:Sinmortigo
Category:管理學	Kategorio:Administrado
Category:美國發明家	Kategorio:Usonaj inventistoj
Category:日本發明家	Kategorio:Japanaj inventistoj
Category:國際關係	Kategorio:Internaciaj rilatoj
Category:占卜	Kategorio:Aŭgurado
Category:睏覺	Kategorio:Dormo
Category:發明	Kategorio:Inventaĵoj kaj malkovroj
Category:英國演員	Kategorio:Britaj aktoroj
Category:工業	Kategorio:Produktado kaj manufakturado
Category:中國演員	Kategorio:Ĉinaj aktoroj
Category:投資	Kategorio:Investado
Category:已經冇咗嘅非洲國	Kategorio:Pereintaj ŝtatoj de Afriko
Category:聲韻學	Kategorio:Fonologio
Category:生殖	Kategorio:Reproduktado
Category:教育家	Kategorio:Instruistoj
Category:絕種	Kategorio:Formorto
Category:郁	Kategorio:Movo
Category:文藝	Kategorio:Skribo
Category:金融	Kategorio:Financoj
Category:歐洲政治	Kategorio:Politiko de Eŭropo
Category:每年選舉	Kategorio:Balotoj laŭ jaro
Category:2004年選舉	Kategorio:Balotoj en 2004
Category:2010年選舉	Kategorio:Balotoj en 2010
Category:2007年選舉	Kategorio:Balotoj en 2007
Category:2009年選舉	Kategorio:Balotoj en 2009
Category:2005年選舉	Kategorio:Balotoj en 2005
Category:2011年選舉	Kategorio:Balotoj en 2011
Category:美國選舉	Kategorio:Balotoj en Usono
Category:足球賽	Kategorio:Futbalaj konkursoj
Category:日本化學家	Kategorio:Japanaj kemiistoj
Category:搏擊運動	Kategorio:Luktosporto
Category:結他	Kategorio:Gitaroj
Category:各城市運動	Kategorio:Sporto laŭ urbo
Category:亞洲運動	Kategorio:Sporto en Azio
Category:各年運動	Kategorio:Sporto laŭ jaroj
Category:巴基斯坦總理	Kategorio:Ĉefministroj de Pakistano
Category:電視	Kategorio:Televido
Category:樹脂	Kategorio:Rezinoj
Category:政治運動	Kategorio:Politikaj movadoj
Category:演算法	Kategorio:Algoritmoj
Category:法老王	Kategorio:Faraonoj
Category:丹麥詩人	Kategorio:Danaj poetoj
Category:敘利亞	Kategorio:Sirio
Category:1945年死	Kategorio:Mortintoj en 1945
Category:應用數學	Kategorio:Aplika matematiko
Category:中國詩人	Kategorio:Ĉinaj poetoj
Category:籃球	Kategorio:Korbopilkado
Category:1963年死	Kategorio:Mortintoj en 1963
Category:德意志教士	Kategorio:Germanaj teologoj
Category:1833年	Kategorio:1833
Category:比利時人	Kategorio:Belgoj
Category:1832年	Kategorio:1832
Category:1930年死	Kategorio:Mortintoj en 1930
Category:1822年	Kategorio:1822
Category:圖	Kategorio:Figuroj
Category:俄羅斯政治人	Kategorio:Politikistoj de Rusio
Category:聖誕節	Kategorio:Kristnasko
Category:1世紀	Kategorio:1-a jarcento
Category:14世紀	Kategorio:14-a jarcento
Category:世紀	Kategorio:Jarcentoj
Category:13世紀	Kategorio:13-a jarcento
Category:16世紀	Kategorio:16-a jarcento
Category:12世紀	Kategorio:12-a jarcento
Category:2世紀	Kategorio:2-a jarcento
Category:4世紀	Kategorio:4-a jarcento
Category:5世紀	Kategorio:5-a jarcento
Category:18世紀	Kategorio:18-a jarcento
Category:6世紀	Kategorio:6-a jarcento
Category:8世紀	Kategorio:8-a jarcento
Category:法國畫家	Kategorio:Francaj pentristoj
Category:民族主義	Kategorio:Naciismo
Category:種族歧視	Kategorio:Rasismo
Category:運河	Kategorio:Kanaloj
Category:前4世紀	Kategorio:4-a jarcento a.K.
Category:安全	Kategorio:Sekureco
Category:死	Kategorio:Morto
Category:鋼琴家	Kategorio:Pianistoj
Category:諾貝爾生理學或醫學獎得主	Kategorio:Nobel-premiitoj pri fiziologio aŭ medicino
Category:中國史學家	Kategorio:Ĉinaj historiistoj
Category:宗教典籍	Kategorio:Religiaj tekstoj
Category:西班牙政治	Kategorio:Politiko de Hispanio
Category:半島	Kategorio:Duoninsuloj
Category:西班牙政治人	Kategorio:Hispanaj politikistoj
Category:法國作曲家	Kategorio:Francaj komponistoj
Category:德國作曲家	Kategorio:Germanaj komponistoj
Category:英國作曲家	Kategorio:Britaj komponistoj
Category:奧地利作曲家	Kategorio:Aŭstraj komponistoj
Category:越南人	Kategorio:Vjetnamoj
Category:奧運項目	Kategorio:Olimpika disciplino
Category:展覽	Kategorio:Ekspozicioj
Category:波蘭音樂家	Kategorio:Polaj muzikistoj
Category:印度演員	Kategorio:Barataj aktoroj
Category:英國小說	Kategorio:Britaj romanoj
Category:鱷魚	Kategorio:Krokodiluloj
Category:印度總理	Kategorio:Ĉefministroj de Barato
Category:神聖羅馬帝國皇帝	Kategorio:Imperiestroj de la Sankta Romia Imperio
Category:大英帝國	Kategorio:Brita imperio
Category:巴西音樂家	Kategorio:Brazilaj muzikistoj
Category:西班牙運動員	Kategorio:Hispanaj sportistoj
Category:1829年	Kategorio:1829
Category:古希臘作家	Kategorio:Helenaj verkistoj
Category:巴西運動員	Kategorio:Brazilaj sportistoj
Category:比利時運動員	Kategorio:Belgaj sportistoj
Category:巴西作家	Kategorio:Brazilaj verkistoj
Category:中國運動員	Kategorio:Ĉinaj sportistoj
Category:質數	Kategorio:Primoj
Category:整數	Kategorio:Entjeroj
Category:意大利作曲家	Kategorio:Italaj komponistoj
Category:日本作曲家	Kategorio:Japanaj komponistoj
Category:美國職業西洋拳手	Kategorio:Usonaj boksistoj
Category:社會心理學	Kategorio:Socia psikologio
Category:有限羣	Kategorio:Finiaj grupoj
Category:非洲種族	Kategorio:Etnoj en Afriko
Category:德國政治人	Kategorio:Germanaj politikistoj
Category:海皮	Kategorio:Marbordoj
Category:美國政治人	Kategorio:Usonaj politikistoj
Category:巴基斯坦人	Kategorio:Pakistananoj
Category:菲律賓人	Kategorio:Filipinanoj
Category:1988年死	Kategorio:Mortintoj en 1988
Category:南斯拉夫人	Kategorio:Jugoslavoj
Category:俄羅斯人	Kategorio:Rusoj
Category:英國政治人	Kategorio:Britaj politikistoj
Category:澳洲政治人	Kategorio:Aŭstraliaj politikistoj
Category:蘇格蘭人	Kategorio:Skotoj
Category:印度政治人	Kategorio:Barataj politikistoj
Category:加拿大政治人	Kategorio:Kanadaj politikistoj
Category:印尼人	Kategorio:Indonezianoj
Category:以色列人	Kategorio:Israelanoj
Category:泰國政治人	Kategorio:Tajlandaj politikistoj
Category:法國政治人	Kategorio:Francaj politikistoj
Category:美國運動員	Kategorio:Usonaj sportistoj
Category:韓國人	Kategorio:Koreoj
Category:捷克人	Kategorio:Ĉeĥoj
Category:墨西哥人	Kategorio:Meksikanoj
Category:克羅地亞人	Kategorio:Kroatoj
Category:泰國人	Kategorio:Tajlandanoj
